,customer_id,gender,age,monthly_income
180,18241,Male,39,28198
181,18314,Male,35,14404
182,20752,Male,63,18683
183,20745,Male,32,3420
184,20848,Male,30,17251
185,18363,Male,32,8031
186,18088,Male,31,11701
187,18798,Male,35,5678
188,18490,Male,24,10573
189,18838,Male,41,3297
190,43177,Male,52,3266
191,44348,Male,22,29304
192,44599,Male,35,5157
193,44264,Male,41,13981
194,43369,Male,31,18561
195,44174,Male,28,2065
196,42366,Male,37,17057
197,42276,Male,45,11564
198,42899,Male,20,21394
199,42066,Male,49,15619
200,42141,Male,35,23215
201,43099,Male,46,21994
202,44175,Male,39,12593
203,42641,Male,21,16987
204,42039,Male,62,21380
205,44863,Male,19,16126
206,43536,Male,28,23695
207,42739,Male,25,20971
208,42970,Male,49,16980
209,43729,Male,37,14015
210,42330,Male,50,34001
211,44656,Male,20,9352
212,44379,Male,30,21510
213,43571,Male,49,7162
214,42242,Male,40,11404
215,42332,Male,54,18194
216,42538,Male,33,18908
217,44107,Male,50,34959
218,44274,Male,25,5584
219,42548,Male,20,3188
220,42682,Male,43,16542
221,43988,Male,18,5299
222,43499,Male,52,17294
223,43630,Male,39,8958
224,42493,Male,38,2039
225,43000,Male,39,22864
226,44526,Male,24,23908
227,43508,Male,33,3549
228,42918,Male,50,19251
229,42996,Male,22,14558
230,44874,Male,30,3123
231,43516,Male,34,9629
232,42748,Male,23,3472
233,44711,Male,32,11254
234,44224,Male,55,28449
235,42056,Male,33,7016
236,43602,Male,56,15321
237,44100,Male,35,10914
238,42535,Male,23,22264
239,43521,Male,64,14366
240,44511,Male,52,7443
241,44585,Male,32,23849
242,42567,Male,36,14250
243,43331,Male,49,6829
244,42954,Male,19,24014
245,44752,Male,19,23540
246,42654,Male,33,27842
247,42890,Male,30,13093
248,43579,Male,28,19686
249,44301,Male,31,7105
250,43169,Male,40,30769
251,44905,Male,64,3560
252,42461,Male,58,17760
253,42784,Male,31,6505
254,44422,Male,50,16221
255,44193,Male,48,8476
256,43451,Male,26,13571
257,42740,Male,23,22997
258,42110,Male,21,15310
259,44277,Male,29,8831
260,44667,Male,35,4662
261,42960,Male,55,23493
262,43706,Male,24,20052
263,43708,Male,25,10396
264,42499,Male,25,8663
265,44186,Male,39,10211
266,43614,Male,23,15421
267,43126,Male,23,16630
268,42979,Male,55,20490
269,44745,Male,60,23256
270,44054,Male,36,3487
271,42808,Male,22,2585
272,42796,Male,57,9120
273,42793,Male,37,2964
274,44966,Male,27,11725
275,43623,Male,38,19645
276,44343,Male,32,13167
277,42136,Male,43,15685
278,44693,Male,36,16856
279,42842,Male,42,21006
280,43715,Male,20,8302
281,42074,Male,36,16922
282,44652,Male,42,5229
283,42296,Male,26,7585
284,42195,Male,39,22565
285,44048,Male,36,23220
286,44062,Male,26,22558
287,42656,Male,19,24603
288,42578,Male,43,21082
289,42217,Male,24,8654
290,42537,Male,27,8282
291,44016,Male,25,14344
292,44210,Male,65,23830
293,42252,Male,60,13539
294,43737,Male,19,21714
295,43265,Male,20,30591
296,43151,Male,36,15163
297,44261,Male,52,16113
298,44818,Male,37,31656
299,43699,Male,40,21090
300,42259,Male,29,25915
301,44253,Male,41,5444
302,42372,Male,19,16586
303,42857,Male,32,8079
304,43990,Male,33,9352
305,44240,Male,30,18723
306,43445,Male,23,23765
307,42742,Male,36,4190
308,43815,Male,39,6685
309,44594,Male,21,33049
310,44316,Male,25,28623
311,42571,Male,60,19294
312,43020,Male,59,15032
313,42803,Male,37,27013
314,43541,Male,63,10406
315,43203,Male,40,6717
316,44091,Male,64,22292
317,44089,Male,37,19927
318,42615,Male,47,19145
319,43344,Male,31,16201
320,44430,Male,54,8114
321,43939,Male,44,16990
322,43584,Male,31,24527
323,44907,Male,25,16130
324,44336,Male,22,3326
325,43326,Male,34,2367
326,44297,Male,40,14753
327,36512,Male,27,8266
328,36850,Male,64,21151
329,37896,Male,39,7143
330,37800,Male,61,2687
331,37113,Male,51,15251
332,38915,Male,52,14358
333,36691,Male,28,6491
334,38274,Male,24,14519
335,38641,Male,24,13801
336,37641,Male,21,5105
337,38247,Male,25,12196
338,38256,Male,22,25930
339,37005,Male,40,23282
340,38635,Male,31,24682
341,38494,Male,33,33892
342,14850,Male,39,14563
343,13157,Male,38,7082
344,13717,Male,34,22568
345,13231,Male,61,22435
346,13258,Male,36,13202
347,13499,Male,38,23529
348,13166,Male,19,21371
349,14340,Male,42,5484
350,12335,Male,24,4742
351,12072,Male,35,18743
352,13090,Male,40,17601
353,14260,Male,54,29579
354,39975,Male,40,7931
355,39941,Male,34,19034
356,51779,Male,28,7138
357,52586,Male,35,10935
358,53334,Male,26,20875
359,51011,Male,53,24173
360,52067,Male,58,26619
361,51693,Male,40,11533
362,51246,Male,61,2035
363,52733,Male,36,24748
364,53094,Male,24,5686
365,52284,Male,23,12062
366,52185,Male,44,4154
367,51082,Male,40,3357
368,27602,Male,23,8542
369,27594,Male,28,3901
370,27884,Male,32,13505
371,28533,Male,39,28386
372,29039,Male,35,17761
373,28102,Male,39,14181
374,29494,Male,28,5644
375,27891,Male,24,14593
376,29651,Male,23,2175
377,27440,Male,24,20462
378,29599,Male,27,12948
379,27228,Male,24,15170
380,27705,Male,61,5002
381,29009,Male,28,15771
382,29558,Male,27,9555
383,27092,Male,32,9572
384,29443,Male,46,2641
385,28932,Male,40,21303
386,29559,Male,20,2571
387,27749,Male,19,13576
388,29675,Male,27,22560
389,29159,Male,35,23267
390,28115,Male,62,12759
391,28137,Male,36,10164
392,33771,Male,31,23347
393,35061,Male,60,23386
394,33730,Male,18,18347
395,33676,Male,27,11312
396,34040,Male,60,28973
397,57195,Male,36,24487
398,59288,Male,56,11798
399,57824,Male,54,16714
400,59580,Male,19,8104
401,57825,Male,33,12736
402,59807,Male,39,7465
403,57102,Male,32,17384
404,59062,Male,23,18679
405,57874,Male,29,23489
406,59419,Male,18,12819
407,57990,Male,57,8992
408,59588,Male,20,5136
409,58056,Male,59,15680
410,59272,Male,38,34968
411,57854,Male,65,5477
412,58656,Male,51,20735
413,57474,Male,34,16558
414,58500,Male,22,11869
415,58838,Male,27,14257
416,59310,Male,38,15387
417,58665,Male,22,6332
418,59961,Male,61,12377
419,58742,Male,24,4884
420,59793,Male,28,4666
421,59825,Male,47,7434
422,57691,Male,20,17247
423,57758,Male,52,12831
424,58476,Male,59,19346
425,57180,Male,21,16256
426,57153,Male,25,18975
427,59838,Male,32,30467
428,59301,Male,58,29692
429,57911,Male,34,24656
430,58805,Male,33,3550
431,58773,Male,30,30859
432,59006,Male,19,16321
433,59255,Male,31,16847
434,57060,Male,63,22741
435,57947,Male,21,12866
436,58434,Male,29,29874
437,58945,Male,31,5853
438,57622,Male,28,25756
439,57234,Male,35,33282
440,58480,Male,25,22925
441,58898,Male,46,11881
442,59824,Male,18,7809
443,58951,Male,24,2698
444,57222,Male,38,17669
445,59896,Male,36,19514
446,58888,Male,34,14889
447,57661,Male,30,13403
448,59144,Male,46,13079
449,59367,Male,19,21656
450,57812,Male,24,24415
451,4269,Male,61,19370
452,3059,Male,39,12233
453,5679,Male,41,3023
454,3617,Male,34,18886
455,5402,Male,32,17109
456,4118,Male,32,14390
457,3066,Male,35,16730
458,4408,Male,20,24508
459,3836,Male,25,24757
460,3243,Male,24,11661
461,4678,Male,41,33706
462,5882,Male,45,16380
463,5359,Male,40,13359
464,3167,Male,20,34838
465,3408,Male,35,13421
466,5249,Male,37,22551
467,5092,Male,51,23767
468,4581,Male,34,22611
469,5438,Male,32,6295
470,4820,Male,29,8613
471,5822,Male,41,3032
472,3110,Male,19,8485
473,4192,Male,30,19809
474,5970,Male,21,9380
475,5993,Male,50,14405
476,3363,Male,31,23320
477,4439,Male,18,28001
478,5077,Male,36,4443
479,3750,Male,30,18854
480,5031,Male,55,12981
481,5161,Male,23,10012
482,5773,Male,33,26038
483,5816,Male,19,14849
484,3295,Male,53,22999
485,3664,Male,30,8900
486,4615,Male,31,2042
487,4772,Male,35,12641
488,4802,Male,33,27306
489,3020,Male,49,6602
490,5067,Male,34,4604
491,3778,Male,31,12755
492,4924,Male,47,4895
493,4710,Male,40,3893
494,3597,Male,37,8526
495,3718,Male,19,11702
496,5322,Male,32,16284
497,5806,Male,34,21493
498,5803,Male,54,4964
499,4413,Male,43,11459
500,5704,Male,32,23540
501,4429,Male,20,23387
502,5633,Male,49,23206
503,4712,Male,35,3718
504,3496,Male,32,14773
505,3080,Male,39,6142
506,4856,Male,35,15138
507,4551,Male,19,6316
508,3820,Male,39,18836
509,5285,Male,42,12023
510,5728,Male,19,2827
511,5682,Male,48,23694
512,3487,Male,29,18874
513,3377,Male,58,12588
514,4671,Male,26,7570
515,5203,Male,26,9153
516,5268,Male,25,2062
517,3552,Male,34,24381
518,5523,Male,35,9888
519,5329,Male,24,16316
520,4866,Male,18,28443
521,5957,Male,28,3478
522,4448,Male,19,19744
523,4740,Male,57,18703
524,3322,Male,29,8254
525,4425,Male,22,5057
526,5602,Male,23,10403
527,3194,Male,25,30691
528,5354,Male,35,23957
529,4489,Male,21,32132
530,3420,Male,40,13824
531,4381,Male,26,24643
532,5919,Male,30,13174
533,4447,Male,65,16440
534,5922,Male,28,11215
535,3144,Male,34,22671
536,5794,Male,61,23354
537,4315,Male,30,12947
538,4873,Male,62,15253
539,5581,Male,19,17245
540,3703,Male,35,23352
541,4939,Male,58,15177
542,4021,Male,35,30186
543,4837,Male,28,4655
544,5650,Male,45,6965
545,4243,Male,37,8978
546,5867,Male,36,2103
547,4664,Male,19,17895
548,5583,Male,27,7417
549,5641,Male,42,10027
550,4184,Male,49,10734
551,5702,Male,37,10067
552,5217,Male,60,27530
553,5515,Male,22,15169
554,4273,Male,19,12223
555,5395,Male,40,8497
556,4960,Male,20,23475
557,3072,Male,30,21922
558,3766,Male,33,11627
559,4319,Male,29,13481
560,5368,Male,24,20096
561,5551,Male,32,16217
562,4347,Male,41,3981
563,3272,Male,49,6972
564,4827,Male,38,22329
565,3104,Male,21,10748
566,4763,Male,25,14311
567,4962,Male,63,11383
568,5211,Male,35,10393
569,4573,Male,32,22204
570,4314,Male,56,16340
571,3471,Male,65,3574
572,4535,Male,39,19199
573,5017,Male,25,7445
574,4206,Male,28,6130
575,3853,Male,18,12259
576,4177,Male,26,20345
577,3866,Male,28,19659
578,3784,Male,22,14113
579,4520,Male,40,23361
580,5618,Male,36,17782
581,3988,Male,32,18601
582,4822,Male,31,6973
583,4204,Male,50,9145
584,3251,Male,23,13077
585,5642,Male,35,16965
586,4838,Male,27,21734
587,5132,Male,62,4317
588,4895,Male,33,11974
589,5177,Male,36,14125
590,3230,Male,19,14519
591,4284,Male,28,18446
592,3054,Male,19,30011
593,3025,Male,29,14154
594,3588,Male,44,2908
595,5594,Male,42,21768
596,3345,Male,33,3310
597,4137,Male,52,26702
598,4379,Male,24,5895
599,5126,Male,23,11911
600,5560,Male,65,2827
601,3870,Male,31,19648
602,3481,Male,46,3311
603,3697,Male,40,17907
604,5779,Male,42,13913
605,5102,Male,38,20464
606,3456,Male,33,14067
607,3215,Male,49,26870
608,4951,Male,23,12451
609,3753,Male,28,19516
610,5671,Male,24,7081
611,4521,Male,27,24007
612,5396,Male,26,21583
613,5674,Male,54,2365
614,3202,Male,21,8072
615,4844,Male,32,5548
616,5229,Male,64,7918
617,4346,Male,45,11327
618,5814,Male,29,6834
619,3777,Male,40,12240
620,4621,Male,44,8898
621,5181,Male,21,22837
622,5447,Male,27,23559
623,3780,Male,44,16275
624,3971,Male,18,24583
625,3035,Male,42,11417
626,25066,Male,63,12718
627,25151,Male,54,6371
628,26008,Male,28,5998
629,24950,Male,36,15855
630,25947,Male,30,19269
631,26688,Male,24,5134
632,26220,Male,24,5303
633,26351,Male,55,5370
634,25524,Male,19,33126
635,24916,Male,29,6565
636,24451,Male,34,26367
637,26299,Male,37,2729
638,25072,Male,54,25343
639,24002,Male,32,19414
640,25653,Male,54,3707
641,25445,Male,19,22488
642,24138,Male,35,10258
643,26290,Male,54,11678
644,25154,Male,18,7806
645,25241,Male,26,29634
646,24573,Male,32,2895
647,26935,Male,20,8135
648,26602,Male,45,20581
649,25639,Male,32,9074
650,26995,Male,42,12735
651,25106,Male,19,14957
652,26824,Male,26,9542
653,32400,Male,28,17950
654,31023,Male,19,6787
655,30696,Male,41,15798
656,32546,Male,23,7320
657,30046,Male,35,14398
658,30163,Male,37,19860
659,31402,Male,61,16776
660,7715,Male,21,21372
661,6851,Male,22,26427
662,6534,Male,56,16187
663,7724,Male,37,22981
664,6548,Male,20,10492
665,6353,Male,38,22207
666,8378,Male,33,9150
667,8684,Male,23,3702
668,8356,Male,62,13818
669,7191,Male,33,2556
670,7060,Male,21,22855
671,6229,Male,55,13689
672,6857,Male,20,6159
673,7147,Male,18,19580
674,8942,Male,59,23090
675,6497,Male,48,10646
676,8617,Male,30,12103
677,7492,Male,24,9001
678,7326,Male,40,22746
679,7936,Male,60,9678
680,7500,Male,30,22859
681,6167,Male,37,13588
682,6553,Male,28,8625
683,6539,Male,38,6978
684,7359,Male,18,20041
685,6788,Male,19,6217
686,7315,Male,27,21374
687,8535,Male,27,12841
688,7213,Male,20,19790
689,8186,Male,55,9269
690,6266,Male,39,19780
691,7502,Male,55,17173
692,7705,Male,19,22979
693,7772,Male,32,4118
694,8117,Male,21,5946
695,8546,Male,63,8839
696,7178,Male,23,8279
697,7789,Male,37,9617
698,8757,Male,47,18320
699,8367,Male,26,22110
700,6664,Male,54,9735
701,7624,Male,42,4606
702,7076,Male,21,9699
703,7821,Male,47,23569
704,8755,Male,39,24760
705,6431,Male,31,20130
706,7522,Male,34,13430
707,7674,Male,38,3326
708,7935,Male,20,2952
709,7124,Male,29,15866
710,7474,Male,20,23393
711,6107,Male,49,24472
712,8968,Male,46,11668
713,7552,Male,33,3370
714,8507,Male,58,14900
715,7335,Male,28,10290
716,7819,Male,18,2429
717,7877,Male,27,34889
718,7176,Male,38,14241
719,6148,Male,57,19381
720,7871,Male,37,23543
721,8405,Male,31,16038
722,7439,Male,23,2173
723,7452,Male,23,29672
724,7986,Male,31,2310
725,7031,Male,18,21760
726,8770,Male,32,5948
727,6801,Male,29,4109
728,8946,Male,40,17996
729,8165,Male,24,4135
730,6977,Male,19,23695
731,6377,Male,25,20552
732,8435,Male,34,20623
733,7398,Male,63,15725
734,7975,Male,18,12282
735,7156,Male,38,4983
736,7931,Male,22,18836
737,6832,Male,61,22804
738,8293,Male,20,15739
739,8454,Male,20,14766
740,8042,Male,32,18995
741,6363,Male,22,4276
742,6004,Male,47,17861
743,7835,Male,52,12609
744,7976,Male,30,20847
745,6588,Male,21,21108
746,7538,Male,64,11203
747,7777,Male,56,9132
748,7639,Male,23,19825
749,6624,Male,37,8794
750,7645,Male,65,14715
751,7333,Male,36,19778
752,7073,Male,26,13150
753,8839,Male,39,22107
754,8867,Male,19,19168
755,7017,Male,41,20204
756,6914,Male,30,11120
757,8936,Male,25,22555
758,8908,Male,44,11925
759,7564,Male,36,17472
760,6572,Male,37,2407
761,7904,Male,33,20086
762,7233,Male,50,9174
763,8694,Male,44,2158
764,8571,Male,24,18581
765,6952,Male,27,18063
766,9841,Male,52,23814
767,11656,Male,49,20988
768,9198,Male,44,18094
769,10454,Male,39,13257
770,9665,Male,40,11309
771,54825,Male,28,6216
772,54218,Male,49,14640
773,2407,Male,32,19435
774,695,Male,20,7759
775,2735,Male,33,12911
776,2769,Male,28,4257
777,1960,Male,24,4236
778,2153,Male,18,8193
779,1946,Male,24,10602
780,741,Male,35,17486
781,1604,Male,32,3648
782,2543,Male,18,3113
783,246,Male,26,25731
784,901,Male,36,20574
785,1111,Male,42,9719
786,2302,Male,65,24340
787,1380,Male,18,10599
788,2876,Male,30,5162
789,1628,Male,26,5460
790,818,Male,18,8653
791,2578,Male,28,29241
792,1797,Male,24,12592
793,2814,Male,64,22395
794,1829,Male,22,30621
795,726,Male,36,20617
796,2933,Male,32,14090
797,1249,Male,18,7027
798,1201,Male,29,23462
799,2519,Male,52,5107
800,2672,Male,27,3502
801,1865,Male,32,8060
802,1179,Male,45,16798
803,1566,Male,20,30276
804,1022,Male,20,22359
805,2491,Male,19,11188
806,486,Male,21,14416
807,469,Male,58,18203
808,1555,Male,19,3764
809,2964,Male,24,13846
810,816,Male,25,22209
811,1048,Male,32,21837
812,2819,Male,35,24734
813,455,Male,44,2514
814,919,Male,21,5334
815,957,Male,61,4347
816,2203,Male,40,6477
817,9,Male,32,21212
818,1066,Male,22,19150
819,2541,Male,22,17890
820,1981,Male,30,19349
821,951,Male,27,15699
822,2609,Male,31,31091
823,2265,Male,33,24868
824,2760,Male,21,4399
825,2404,Male,38,5326
826,857,Male,22,11438
827,838,Male,32,16766
828,1859,Male,31,16502
829,2192,Male,33,6131
830,1250,Male,64,17883
831,268,Male,31,3273
832,364,Male,22,14673
833,1233,Male,31,16514
834,804,Male,24,7333
835,1405,Male,64,12353
836,2911,Male,57,13404
837,1301,Male,65,6135
838,376,Male,21,6788
839,2238,Male,30,9460
840,475,Male,36,9959
841,2545,Male,37,19803
842,997,Male,26,20830
843,2171,Male,31,13937
844,912,Male,36,8737
845,112,Male,33,19344
846,2757,Male,25,31030
847,2829,Male,46,3161
848,105,Male,31,16003
849,2595,Male,21,10439
850,2222,Male,22,11081
851,1922,Male,33,2897
852,849,Male,65,18577
853,2794,Male,59,5342
854,2605,Male,26,30483
855,1698,Male,23,22120
856,1482,Male,20,12328
857,1600,Male,35,20019
858,2671,Male,48,20884
859,1934,Male,31,17820
860,683,Male,53,31517
861,1774,Male,35,30994
862,732,Male,48,8214
863,330,Male,58,18152
864,718,Male,53,17902
865,2207,Male,39,17491
866,1330,Male,29,15828
867,2001,Male,35,8512
868,1995,Male,24,17978
869,1073,Male,21,20197
870,639,Male,20,17060
871,2041,Male,37,34732
872,783,Male,62,21851
873,2487,Male,26,15352
874,2437,Male,25,24315
875,2596,Male,61,16592
876,2682,Male,36,15280
877,195,Male,40,17940
878,2978,Male,21,20382
879,2824,Male,26,12204
880,761,Male,49,6315
881,1693,Male,42,20746
882,2731,Male,20,22350
883,676,Male,23,12921
884,2863,Male,19,12524
885,2585,Male,32,8224
886,1338,Male,18,10924
887,1918,Male,41,22768
888,2751,Male,18,13200
889,2355,Male,28,24477
890,1270,Male,36,21493
891,2500,Male,25,20812
892,748,Male,22,8948
893,999,Male,30,5886
894,815,Male,18,9253
895,958,Male,24,22014
896,2067,Male,23,7236
897,1808,Male,59,18999
898,1144,Male,20,10707
899,439,Male,22,5494
900,421,Male,59,22830
901,1904,Male,38,18859
902,1999,Male,23,12356
903,2544,Male,27,6822
904,1464,Male,19,21740
905,2506,Male,51,23235
906,45,Male,21,19990
907,1047,Male,62,3419
908,1294,Male,25,11715
909,2593,Male,33,9725
910,1020,Male,48,21007
911,1540,Male,18,20839
912,1906,Male,51,4074
913,257,Male,21,8518
914,2343,Male,34,10972
915,959,Male,27,16377
916,1779,Male,18,15039
917,930,Male,52,22347
918,2659,Male,39,23131
919,441,Male,28,12989
920,1520,Male,18,14187
921,1305,Male,27,2750
922,1438,Male,36,9227
923,1062,Male,25,5645
924,1461,Male,25,7567
925,320,Male,46,6112
926,1526,Male,26,15413
927,1422,Male,38,16656
928,2616,Male,28,23620
929,85,Male,19,19765
930,2773,Male,44,30848
931,2677,Male,20,2456
932,2270,Male,37,23770
933,1518,Male,45,28541
934,2354,Male,34,15061
935,337,Male,20,23802
936,2732,Male,56,17335
937,1314,Male,35,16557
938,708,Male,36,17466
939,955,Male,50,19748
940,2558,Male,29,20650
941,2884,Male,40,11340
942,1237,Male,21,8044
943,573,Male,34,2589
944,1375,Male,45,12186
945,2985,Male,58,22463
946,2675,Male,36,17395
947,199,Male,56,21690
948,808,Male,27,5941
949,488,Male,35,19223
950,1308,Male,26,23843
951,2082,Male,37,21410
952,559,Male,18,6233
953,374,Male,21,26477
954,1624,Male,19,13556
955,1553,Male,18,8738
956,2344,Male,36,2464
957,2644,Male,52,18406
958,2711,Male,47,5919
959,1542,Male,24,8710
960,780,Male,29,23291
961,1523,Male,52,17692
962,2564,Male,18,20191
963,513,Male,40,8766
964,2529,Male,63,4551
965,2712,Male,26,8379
966,2761,Male,40,11462
967,17444,Male,24,10177
968,17511,Male,23,10711
969,16737,Male,29,27305
970,17099,Male,38,19787
971,15520,Male,36,15783
972,17281,Male,22,8959
973,22859,Male,62,6120
974,21481,Male,28,18030
975,22802,Male,18,2733
976,21417,Male,38,24041
977,50056,Male,65,3057
978,49858,Male,58,5370
979,47687,Male,25,16088
980,46820,Male,34,3809
981,47146,Male,25,15753
982,46007,Male,28,18102
983,18214,Male,39,6652
984,18577,Male,39,26691
985,18398,Male,24,8144
986,20145,Male,46,10816
987,20805,Male,32,30455
988,19911,Male,28,5263
989,20419,Male,45,15306
990,20472,Male,40,12616
991,18624,Male,43,2729
992,20090,Male,64,24366
993,19130,Male,33,3590
994,20277,Male,39,15889
995,19211,Male,40,7951
996,19917,Male,38,12191
997,20142,Male,31,16549
998,19359,Male,54,19064
999,19330,Male,19,33368
1000,20262,Male,34,17851
1001,20307,Male,38,9939
1002,18011,Male,30,13581
1003,20922,Male,24,22569
1004,19913,Male,29,17103
1005,20987,Male,45,6908
1006,18174,Male,40,8775
1007,19249,Male,34,7894
1008,18510,Male,59,20062
1009,18215,Male,23,16266
1010,18121,Male,36,19975
1011,19540,Male,28,10329
1012,18898,Male,23,8092
1013,19752,Male,37,23527
1014,20954,Male,19,8193
1015,20270,Male,24,15017
1016,18459,Male,28,21977
1017,18020,Male,21,23593
1018,20677,Male,24,21511
1019,20443,Male,38,9318
1020,18203,Male,38,20029
1021,19855,Male,24,33606
1022,20146,Male,23,4500
1023,19328,Male,29,9370
1024,44459,Male,22,12190
1025,42542,Male,55,23070
1026,44190,Male,30,2335
1027,44503,Male,39,4928
1028,44931,Male,32,18330
1029,43477,Male,61,7566
1030,44831,Male,18,22792
1031,42377,Male,60,14239
1032,42459,Male,52,2374
1033,44279,Male,28,29147
1034,44395,Male,28,18902
1035,42123,Male,19,19547
1036,44415,Male,27,30434
1037,44131,Male,31,18849
1038,44772,Male,41,22943
1039,43894,Male,36,2815
1040,42379,Male,63,6460
1041,43960,Male,28,26272
1042,44763,Male,46,20809
1043,44367,Male,51,19658
1044,44650,Male,30,19630
1045,42298,Male,63,19878
1046,44890,Male,31,5485
1047,44705,Male,38,24281
1048,43754,Male,38,7604
1049,43152,Male,38,5286
1050,42281,Male,37,23478
1051,44246,Male,49,17229
1052,43137,Male,32,9263
1053,43165,Male,27,8930
1054,43448,Male,49,14763
1055,44584,Male,47,8663
1056,42920,Male,19,30821
1057,44373,Male,19,23732
1058,43248,Male,35,21252
1059,42102,Male,62,20748
1060,43433,Male,38,25052
1061,42205,Male,19,34593
1062,43814,Male,58,3919
1063,43935,Male,25,10022
1064,44868,Male,36,12296
1065,44325,Male,29,20448
1066,42121,Male,24,24684
1067,43307,Male,25,23894
1068,42107,Male,47,7894
1069,44497,Male,50,4516
1070,44885,Male,40,9091
1071,42795,Male,25,19247
1072,42288,Male,23,11548
